book	chapter	verse	text	lemma	pos	case	gender	animacy	number	definiteness	degree	strength	verbform	tense	mood	aspect	voice	person	polarity	politeness	clusivity	evidentiality	strength
Genesis	14	15	percussitque	percuso	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	15	eos	is	pronoun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	persecutus	persequor	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	15	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	14	15	usque	usque	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	Hoba	Hoba	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	quae	qui	pronoun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	est	sum	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	15	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	levam	levam	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	Damasci	Damasci	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	15	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	reduxitque	redeo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	16	omnem	omnis	determiner	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	substantiam	substantia	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	Loth	Loth	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	fratrem	frater	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	suum	suus	determiner	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	14	16	cum	cum	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	substantia	substantia	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	illius	ille	determiner	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	mulieres	mulier	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	quoque	quoque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	populum	populus	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	16	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	egressus	egredior	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	17	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	14	17	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	rex	rex	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	Sodomorum	Sodomorum	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	occursum	occursus	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	eius	is	pronoun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	postquam	postquam	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	reversus	reversus	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	17	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	14	17	a	ab	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	caede	caedes	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	Chodorlahomor	Chodorlahomor	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	regum	rex	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	qui	qui	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	cum	cum	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	eo	is	pronoun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	erant	sum	verb	-	-	-	plural	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	17	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	valle	valle	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	Save	Save	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	quae	qui	pronoun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	14	17	vallis	vallis	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	Regis	Regis	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	17	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	at	at	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	18	vero	vero	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	Melchisedech	Melchisedech	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	rex	rex	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	Salem	Salem	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	proferens	profero	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	14	18	panem	panis	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	vinum	vinum	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	erat	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	18	enim	enim	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	sacerdos	sacerdos	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	Dei	Dei	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	altissimi	altus	adjective	genitive	masculine	-	singular	-	absolute_superlative	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	18	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	benedixit	benedico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	19	ei	is	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	ait	aio	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	19	benedictus	benedico	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	19	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	Deo	Deo	proper_noun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	excelso	excello	verb	dative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	19	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	creavit	creo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	19	caelum	caelum	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	terram	terra	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	19	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	benedictus	benedico	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	20	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	excelsus	excello	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	20	quo	qui	pronoun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	protegente	protego	verb	ablative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	14	20	hostes	hos	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	manibus	manus	noun	ablative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	tuis	tuus	determiner	ablative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	14	20	sunt	sum	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	dedit	do	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	20	ei	is	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	decimas	decimus	adjective	accusative	feminine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	ex	ex	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	omnibus	omnis	pronoun	ablative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	20	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	dixit	dico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	21	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	rex	rex	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	Sodomorum	Sodomorum	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	da	do	verb	-	-	-	singular	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	14	21	mihi	ego	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	animas	anima	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	cetera	ceterus	pronoun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	tolle	tollo	verb	-	-	-	singular	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	14	21	tibi	tu	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	21	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	respondit	respondeo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	22	ei	is	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	levo	levo	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	14	22	manum	manus	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	meam	meus	determiner	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	14	22	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	Dominum	Dominum	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	Deum	Deum	proper_noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	excelsum	excello	verb	accusative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	22	possessorem	possessor	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	caeli	caelum	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	terrae	terra	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	22	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	quod	quod	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	a	ab	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	filo	filius	noun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	subteminis	subtemina	noun	genitive	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	usque	usque	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	corrigiam	corrigia	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	caligae	caliga	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	non	non	particle	-	-	-	-	-	-	-	-	-	-	-	-	-	neg	-	-	-	-
Genesis	14	23	accipiam	accipio	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	first	-	-	-	-	-
Genesis	14	23	ex	ex	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	omnibus	omnis	pronoun	ablative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	quae	qui	pronoun	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	tua	tuus	determiner	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	14	23	sunt	sum	auxiliary	-	-	-	plural	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	14	23	ne	ne	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	dicas	dico	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	14	23	ego	ego	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	ditavi	ditavi	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	23	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	exceptis	excipio	verb	ablative	neuter	-	plural	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	14	24	his	hic	pronoun	ablative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	quae	qui	pronoun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	comederunt	comedo	verb	-	-	-	plural	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	24	iuvenes	iuvenes	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	partibus	pars	noun	dative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	virorum	virorum	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	qui	qui	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	venerunt	venerunt	verb	-	-	-	plural	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	14	24	mecum	ego	pronoun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	Aner	Aner	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	E	E	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	schol	schol	noun	ablative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	Mambre	Mambre	noun	ablative	-	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	isti	iste	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	accipient	accipio	verb	-	-	-	plural	-	-	-	finite	future	indicative	imperfective	active	third	-	-	-	-	-
Genesis	14	24	partes	pars	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	14	24	suas	suus	determiner	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	14	24	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	his	hic	pronoun	ablative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	itaque	itaque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	transactis	transgo	verb	ablative	masculine	-	plural	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	15	1	factus	facio	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	15	1	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	15	1	sermo	sermo	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	Domini	Domini	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	per	per	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	visionem	visionem	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	dicens	dico	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	15	1	noli	nolo	verb	-	-	-	singular	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	15	1	timere	timeo	verb	-	-	-	-	-	-	-	infinitive	present	-	imperfective	active	-	-	-	-	-	-
Genesis	15	1	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	ego	ego	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	protector	protector	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	tuus	tuus	determiner	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	15	1	sum	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	first	-	-	-	-	-
Genesis	15	1	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	merces	merces	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	tua	tuus	determiner	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	15	1	magna	magnus	adjective	nominative	feminine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	nimis	nimis	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	1	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	dixitque	dico	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	15	2	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	Domine	Domine	noun	vocative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	Deus	Deus	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	quid	quis	pronoun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	dabis	do	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	first	-	-	-	-	-
Genesis	15	2	mihi	ego	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	ego	ego	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	vadam	vadam	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	first	-	-	-	-	-
Genesis	15	2	absque	absque	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	liberis	liber	adjective	ablative	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	filius	filius	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	procuratoris	procurator	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	domus	domus	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	meae	meus	determiner	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	15	2	iste	iste	determiner	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	Damascus	Damascus	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	Eliezer	Eliezer	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	2	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	addiditque	addido	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	15	3	Abram	Abram	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	mihi	ego	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	non	non	particle	-	-	-	-	-	-	-	-	-	-	-	-	-	neg	-	-	-	-
Genesis	15	3	dedisti	do	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	second	-	-	-	-	-
Genesis	15	3	semen	semen	noun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	ecce	ecce	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	vernaculus	vernaculus	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	15	3	meus	meus	determiner	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	15	3	heres	hier	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
